from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type
54981,54980,,,81080097,83342811,0
521118,521120,,,85938116,81065466,0
54635,54632,,,81072353,81052420,0
54617,54615,,,86170653,85155960,1
54858,54855,,,85955391,81955434,0
54372,54375,,,85955391,81955434,0
54515,54927,,,81085188,81955434,0
54646,54645,,,85931067,85934858,0
54112,53898,,,81078158,81087027,0
55026,54257,,,84098747,81087027,0
581241,581244,,,81063829,85936038,0
53975,53976,,,86178559,81087688,0
627361,627364,,,84796475,81061686,0
1542717,1542727,,,81065816,81080097,0
1542717,1542727,,,85955207,81080097,0
407409,407408,,,81075793,85596908,0
1542717,1542727,,,85955207,85925238,0
54454,75041,,,81072168,85413048,0
1542500,1542499,,,81053013,85410870,0
54375,54372,,,85603774,81095691,0
53911,53905,,,86191973,86167579,0
75056,54111,,,81096358,85947571,0
55245,859723,,,85405221,85402255,0
54370,54371,,,83369288,85939023,0
381627,75041,,,81076798,85595513,0
54515,54514,,,81076604,85387697,0
54394,134817,,,84878255,86183124,0
54257,55026,,,81084295,85605115,0
54927,54515,,,81052395,85925687,0
55133,55132,,,82385470,81101890,0
53925,53924,,,81101031,82423601,0
54452,54453,,,85172560,81089574,0
54452,54453,,,85956931,81089574,0
54514,54513,,,85391565,85951021,0
54824,54823,,,81088255,84781014,0
53929,53923,,,81054869,81068228,0
54613,54614,,,82385470,83376144,0
53869,54367,,,85596629,85600307,0
54858,54855,,,85393801,81062450,0
54372,54375,,,85393801,81062450,0
54514,54515,,,85956657,85935114,0
381627,407409,,,85936961,81100329,0
54513,54514,,,85931201,85942596,0
75056,54111,,,85169484,81071185,0
54822,54824,,,81072090,81064648,0
54295,54204,,,84794320,81064648,0
54514,1542821,,,81063817,81082811,0
54920,54367,,,81056086,81076664,0
54927,54515,,,82392895,81052011,0
1542495,1542496,,,85618903,85939330,0
53898,54037,,,83354660,85173672,0
75056,54111,,,85169484,85155142,0
54911,54635,,,85399328,85383952,0
521118,521118,,,85388682,85389091,0
54415,54414,,,81088747,81069652,0
53925,53924,,,81098804,83340332,0
54927,54513,,,85937460,85955431,0
54947,54600,,,85956548,86192475,0
54824,54823,,,81053811,81100933,0
54123,54602,,,84095833,81087702,0
54498,859800,,,81072068,81083770,0
1542584,1542585,,,82426853,85154691,0
581249,581248,,,86165751,83354959,0
581249,581248,,,81098587,83354959,0
53867,53865,,,85955391,85933689,3
55286,54005,,,84770699,83367331,0
521120,521118,,,85148422,85617807,0
54632,54635,,,81074323,81081482,0
54642,54643,,,85935177,85928511,0
54815,54824,,,85943600,81068472,0
53873,54367,,,85955697,81059666,0
54415,54414,,,85408324,85405151,0
55245,859723,,,84880883,81062066,0
55286,53861,,,81073146,85155734,0
859776,54645,,,81052921,81065681,0
54178,54151,,,85949448,85616943,0
54682,859844,,,81081746,85399487,0
53861,54083,,,85927915,85169638,0
53872,54367,,,81094930,81098965,0
75041,407409,,,85942788,85937719,0
1542189,1542190,,,81061219,81056763,0
54150,54149,,,81086983,81061567,0
1542500,1542499,,,81076616,85411945,0
54375,54372,,,84103228,81069155,0
54633,54911,,,86183076,85939628,0
54964,54851,,,81087941,81080509,0
521116,521120,,,81091600,81087101,0
53924,53925,,,85953826,81064533,0
54218,54632,,,85393334,81064533,0
55041,55042,,,81079039,85940648,0
54514,54513,,,85955560,85945948,0
1542189,1542190,,,81053030,81065563,0
55245,55246,,,85398170,85391764,0
1542496,1542495,,,86162964,83368145,0
54821,54822,,,85938687,81080111,0
54216,54638,,,81052102,86176204,0
54947,54600,,,85928667,81070372,0
54123,54600,,,81079344,81070372,0
53929,53923,,,86191389,85942950,0
859723,55245,,,81077274,85942950,0
1542509,1542512,,,85610450,85606372,0
54209,54361,,,81071766,85606372,0
54513,1542822,,,85955806,85406456,0
54216,54218,,,81066943,81073506,0
54967,54394,,,85926753,85941632,0
55286,54005,,,85926753,81062989,0
1542330,1542329,,,86191025,81094679,0
55286,55246,,,86179860,81101787,0
55286,55246,,,86173217,81101787,0
54218,54911,,,85929129,81101787,0
54632,54911,,,85616074,81101787,0
54646,54645,,,85927101,81076688,0
75041,407409,,,81093037,86182505,0
54635,54216,,,85934134,85951994,0
54086,54084,,,85400069,85163156,0
55067,859776,,,81092716,81098081,0
381627,75041,,,81053601,81086185,0
54005,55286,,,85947952,81056415,0
55276,55277,,,81068551,81067041,0
55276,55277,,,85603287,81067041,0
55371,55212,,,86165417,85395140,0
54302,55058,,,81101899,81088148,0
859723,55245,,,86173798,85956224,0
53907,53912,,,85927581,85956224,0
521120,521116,,,85147233,81056740,0
55286,54005,,,85951772,85956949,0
55286,53861,,,81063119,85167120,0
53923,53929,,,85608103,81073154,0
75056,54111,,,85169484,86171397,0
54083,54005,,,86173974,81083688,0
1542329,1542330,,,81082492,81086998,0
54514,54513,,,85955291,85937211,0
391720,54209,,,81073146,81058488,0
54365,54737,,,85609521,81084164,0
54295,54204,,,85956548,81091270,0
521118,521121,,,81073232,86192920,0
54434,54784,,,86175000,81075502,0
859723,54005,,,85608182,81076469,0
521118,521121,,,85947179,81076469,0
54645,859776,,,85405901,85396613,0
54515,54927,,,81088497,86169136,0
53906,53911,,,86165417,86192683,0
521118,521120,,,85597656,85617200,0
54513,54514,,,83369288,85945549,0
54515,54514,,,81069155,85945549,0
581240,581242,,,86193152,81099265,0
55286,53861,,,85932843,85172777,0
54515,54514,,,81066943,85937674,0
54513,54514,,,85927978,85404962,0
54682,859844,,,85930210,84796449,0
54911,54635,,,81092339,86178250,0
521118,521120,,,85933450,81053221,0
54294,54204,,,81070267,81052668,0
859723,55245,,,85939690,82431046,0
54309,54311,,,81062629,82431046,0
54035,54030,,,81072668,82431046,0
54635,54632,,,85942594,81084240,0
55041,55042,,,81075793,85389344,0
54086,54084,,,85952550,81099705,0
54218,54216,,,85393334,81085724,0
54643,54642,,,85167263,85947734,0
53923,53929,,,84880883,81083986,0
391720,54209,,,85941754,81073605,0
53867,53865,,,82413264,81100512,3
54632,54912,,,85940032,81065047,3
54927,54515,,,81075793,85955752,0
54927,54515,,,85956974,85955752,0
55272,55275,,,81080131,81084731,0
53861,54083,,,85164140,85950471,0
55272,55275,,,85389838,85413310,0
381627,75041,,,81097463,85946394,0
54635,54632,,,85609521,81055404,0
54375,54372,,,82392895,85151452,0
521120,521116,,,85937394,85953903,0
54030,54035,,,85931463,85953903,0
54452,54451,,,81060746,86189423,0
54295,54204,,,81073195,83727747,0
521118,521116,,,81070023,81101745,0
54514,54513,,,85938242,85928885,0
54947,54600,,,85948296,85615242,0
521120,521116,,,85606067,85598999,0
55245,55246,,,85389682,85412801,0
53910,53911,,,85398191,85151595,0
54452,54451,,,85927371,85957093,0
521121,521116,,,85611708,85601937,0
54218,54632,,,81082419,85946601,0
54643,54642,,,85948819,85937887,0
581241,581244,,,83350158,81064636,0
54030,54035,,,81085541,85941881,0
54515,54514,,,85393801,81056270,0
55043,55044,,,81087636,81056270,0
54513,54514,,,85951133,81056270,0
53923,53929,,,86190563,81094260,0
1542525,1542526,,,81065400,81094260,0
1542509,1542512,,,85170030,81098547,0
54514,54515,,,85387723,85395435,0
75041,407408,,,85939890,85943020,0
53871,53873,,,81079243,81065373,0
54218,54632,,,81089229,86175732,0
1542500,1542499,,,85406543,81088308,0
54434,54784,,,86183076,81087569,0
54434,54784,,,81100078,81087569,0
54434,54784,,,84774168,81087569,0
54600,54602,,,85410593,85390488,0
54515,54513,,,81102106,85162419,0
54257,55026,,,81084732,81101589,0
1542525,1542526,,,85596151,81057946,0
54646,54645,,,85954939,85954252,0
54646,54645,,,85392985,85406384,0
54209,391720,,,85942398,85932532,0
407409,407408,,,81077023,81064982,0
75041,381627,,,84885329,81089364,0
1542169,1542727,,,81092801,81057161,0
54257,55026,,,85157538,81053407,0
54454,54451,,,81057639,82397684,0
54513,1542822,,,85943643,82397684,0
54515,1542822,,,82385470,82397684,0
54084,54086,,,85945769,85931418,0
581242,581241,,,84893983,85931418,0
55258,407410,,,81077481,81081484,0
54910,54218,,,82413173,81070919,0
54514,54513,,,85926007,85927203,0
54514,54513,,,85942140,85927203,0
54985,54982,,,81058384,81101030,0
54650,54649,,,86165404,86187532,0
54309,54311,,,86181850,86191357,0
54434,54785,,,81077998,81096788,0
54399,54397,,,82415458,81097649,0
54178,54151,,,85925824,85385624,0
521118,521118,,,85406654,85412889,0
54635,54216,,,81092102,81097110,0
54129,54361,,,81068143,86180558,0
521120,521118,,,85954568,85928519,0
54363,54209,,,86191973,81066626,0
53924,53925,,,81065400,85939933,0
54513,54514,,,85932224,86166907,0
54218,54633,,,81072881,81064142,0
1542509,1542512,,,85953721,85927063,0
54218,54632,,,81056983,85927063,0
54635,54632,,,85937118,85927063,0
54911,54635,,,85389890,85387963,0
54927,54515,,,81079039,85957031,0
55276,55277,,,81059847,81061804,0
54209,54361,,,81078790,86173545,0
54632,54910,,,81052381,81070406,0
54633,54910,,,85944643,81070406,0
54974,54531,,,81072881,81071435,0
54643,54642,,,81076764,81085981,0
54815,54816,,,84793626,81076939,0
53993,53994,,,81058516,85606250,0
54635,54632,,,85942655,81052169,0
54514,54515,,,81071578,85935838,0
55245,859723,,,81085541,81081268,0
54632,54911,,,85941280,81058204,0
53877,55263,,,81099426,85933857,0
54514,54513,,,85932586,85932920,0
54646,54645,,,85942165,81084627,0
55371,55212,,,81084277,81070189,0
54632,54910,,,86182892,81074309,0
54635,54632,,,85941545,86178396,0
54218,54632,,,81076798,86178396,0
54037,54203,,,85942788,82392875,0
1542822,1542821,,,81060446,81057715,0
407408,407409,,,85151310,81057715,0
54295,54204,,,81067096,85936609,0
53861,54005,,,85954886,85164031,0
53861,54005,,,85158179,85164031,0
627361,627364,,,84796475,81070543,0
54617,54615,,,85400332,85951451,1
1542584,1542585,,,81065400,81081203,0
53867,53865,,,86188060,81066362,3
54615,54615,,,85925824,85394609,1
1542584,1542585,,,85927879,85929603,0
54514,54513,,,85928465,85956242,0
1542821,1542822,,,81076928,81101894,0
54815,54816,,,85953100,81077304,0
407408,407409,,,85938011,81092382,0
54947,54600,,,85956548,85393921,0
54005,55286,,,85945885,85940980,0
1542509,1542512,,,81073556,85940980,0
54643,54642,,,85924829,85953131,0
54927,54515,,,81090499,85953131,0
54635,54216,,,81092102,85937654,0
521120,521120,,,85608103,85171863,0
54515,54515,,,85942040,81091991,1
521118,521120,,,85924829,81099739,0
54513,54514,,,85953040,85952405,0
54633,54910,,,81092801,81080772,0
54632,54910,,,85948618,81080772,0
381627,75041,,,81056983,81076649,0
1542525,1542526,,,85152476,81102201,0
54910,54633,,,85383734,85388594,0
54632,54635,,,81089065,81054444,0
1542496,1542495,,,86162964,83371571,0
54030,54035,,,85608676,85949953,0
55123,55044,,,81094532,85605403,0
54037,54111,,,85401043,81067034,0
1542821,1542822,,,81076580,81095922,0
54824,54823,,,81088255,85615547,0
54635,54632,,,85938695,81099976,0
54415,54414,,,81081553,82423849,0
54947,54600,,,85156886,84087735,0
859723,55245,,,81931460,81978167,0
1542822,54515,,,85392809,85404619,0
54643,54642,,,85405707,85404619,0
54204,54295,,,81086454,81065978,0
54985,54982,,,82413547,81089482,0
859776,54645,,,81077423,81087568,0
54643,859914,,,81069430,85606938,0
54643,859914,,,81072419,85606938,0
55245,859723,,,81073556,81070491,0
55041,55042,,,85389386,81076619,0
54083,54005,,,81061842,81076619,0
55067,54646,,,81084088,81060100,0
54927,54515,,,81075793,85399540,0
55286,55246,,,85928715,81073119,0
54645,859776,,,81100558,81055343,0
54394,54395,,,85935158,81096659,0
54394,54395,,,81091628,81096659,0
55286,54005,,,85946104,85939615,0
54635,54632,,,81059459,85939615,0
53867,53865,,,81095068,81079863,3
55067,859776,,,81093126,81055415,0
381627,75041,,,81089229,81065487,0
54005,55286,,,82399646,86173614,0
75056,54111,,,86165041,84874724,0
389235,54514,,,86167086,86179692,0
54434,54784,,,81064708,81058778,0
54911,54635,,,85937394,85953305,0
54635,54216,,,81078855,81071050,0
55043,55044,,,86194307,85939528,0
55043,55044,,,81087636,81058386,0
1542500,1542499,,,85940954,81064812,0
381627,75041,,,85393334,81064812,0
859723,55245,,,81064156,86169350,0
54515,1542822,,,81066943,81095332,0
1542821,1542822,,,81055956,81095332,0
54218,54633,,,81089229,85955022,0
54682,859844,,,81081746,86175719,0
54515,54513,,,81067018,85939152,0
1542822,1542821,,,81100234,81087339,0
54947,54600,,,85953390,85929118,0
1542500,1542499,,,81087978,85594450,0
75041,407408,,,81055530,85935087,0
54645,859776,,,81080267,81068931,0
54129,54361,,,81076172,81057824,0
54006,55245,,,82413173,84880883,0
54638,54912,,,81097339,81052847,3
54515,54927,,,85924911,86193334,0
54434,54785,,,86162964,85594477,0
53993,53994,,,81976675,81096091,0
1542822,54515,,,81083467,81063556,0
54632,54635,,,81052191,85608993,0
54646,54645,,,85957053,81081455,0
54035,54030,,,81087372,86175115,0
1542509,1542512,,,84880883,81077281,0
1542509,1542512,,,85155964,85929076,0
54005,55286,,,85950948,85929076,0
1542497,1542495,,,81101867,81091731,0
55123,55046,,,81065400,86166649,0
521118,521120,,,81072419,81099679,0
54129,54209,,,81076172,85927542,0
54920,53872,,,81056086,81064494,0
54927,54515,,,81078188,85951071,0
54643,54642,,,81056488,85951071,0
54514,54515,,,81060746,81062041,0
53861,54083,,,85161755,85945269,0
1542500,1542499,,,81087978,81085458,0
54370,54371,,,85955806,85945120,0
54635,54632,,,85942274,85932398,0
55026,54257,,,81053407,81059463,0
1542189,1542190,,,81083725,81061315,0
55245,859723,,,81085541,85939712,0
54209,391720,,,81093539,85395172,0
859723,55245,,,81077274,83734753,0
54030,54035,,,85940627,85946492,0
54632,54635,,,82399260,81074117,0
54218,54633,,,81076798,81101447,0
54815,54816,,,85608892,81092288,0
54815,54816,,,85396881,81092288,0
54514,54515,,,85940164,85937511,0
54513,54514,,,85955806,85948043,0
54415,54414,,,81073556,81080307,0
54083,54005,,,86174864,81082973,0
54083,54005,,,85929604,81082973,0
55041,55042,,,81066442,81082973,0
54050,54209,,,85947854,81078861,0
391720,54209,,,85926753,81078861,0
54632,54912,,,85945945,85162789,3
54632,54912,,,85955116,85161173,3
581244,581241,,,85935158,81074404,0
54178,54151,,,85944643,86180414,0
54910,54638,,,85158595,81093850,0
54514,54515,,,86193736,86173608,0
54645,54646,,,81100558,85926529,0
54645,54646,,,81088706,85926529,0
54633,54910,,,81092801,81063511,0
54632,54910,,,85948618,81063511,0
54514,1542821,,,86176636,81053251,0
391720,54209,,,85948618,81076372,0
54635,54632,,,81943254,81073146,0
75056,54111,,,81080097,81073966,0
54415,54414,,,85608103,81095518,0
54209,54361,,,81071766,85411823,0
55067,54646,,,81084088,86175768,0
54927,54515,,,81077023,85942063,0
54646,54645,,,81063817,81080355,0
407408,75041,,,85938011,81077782,0
53897,54005,,,86186229,81055429,0
53897,54005,,,81055452,81055429,0
54005,55286,,,85941280,86175932,0
54910,54638,,,82413173,81058336,0
55276,55277,,,81097611,81073429,0
53925,53924,,,85393704,85406102,0
54947,54600,,,85952550,81084300,0
1542496,1542495,,,86195697,86174426,0
53861,54083,,,85166644,85925497,0
54129,54361,,,81076172,85392852,0
54982,54985,,,81081746,81521434,0
53861,54083,,,85167880,85170859,0
521118,521121,,,81082714,85611587,0
881410,859749,,,81078886,83350158,0
55263,53877,,,83364744,81101008,0
1542497,1542495,,,81053255,85944316,0
54635,54632,,,85939690,85941114,0
521121,521121,,,85611822,85612881,0
75041,407409,,,85601220,85941473,0
75041,407409,,,85394783,85941473,0
54910,54638,,,85598162,81100475,0
54394,134817,,,81092192,86189246,0
54635,54632,,,85953721,85956306,0
1542497,1542498,,,81101867,85165765,0
54005,53861,,,81054995,85955534,0
75056,54111,,,85925398,81078298,0
53993,53994,,,81976675,81080799,0
54216,54218,,,81076604,81075560,0
55272,55275,,,81976675,85388345,0
54452,54451,,,85925004,85930337,0
54617,54615,,,86196352,81055665,1
53861,54083,,,85169725,85166656,0
54452,54451,,,81060746,81083303,0
55041,55042,,,81093225,85952254,0
1542332,1542333,,,81073600,81099632,0
54515,54515,,,85924911,85953928,1
859723,55245,,,81064156,81066278,0
54615,54617,,,85611822,85172308,1
521118,521121,,,81073232,85928921,0
54515,54514,,,81095068,85934741,0
55272,55275,,,81100389,81061760,0
54216,54638,,,81076604,81078772,0
54633,54910,,,85937561,81093508,0
54633,54910,,,81060281,81093508,0
1542500,1542499,,,81934977,85604331,0
54682,859844,,,85925264,85604331,0
521116,521121,,,81098795,85613252,0
54615,54615,,,81082742,85613252,1
53925,53924,,,81064533,81070510,0
55134,53905,,,86181824,81054082,0
55043,55044,,,86194307,85948477,0
54635,54632,,,85951920,86171973,0
407409,407408,,,85603774,85615989,0
54643,54642,,,86167273,81064034,0
54514,54515,,,85603545,81064034,0
521120,521116,,,86174864,81089203,0
381627,75041,,,81072881,81089203,0
521118,521121,,,81073232,85161535,0
54514,54515,,,81071578,85929425,0
54513,54514,,,85927978,85952708,0
1542822,54515,,,81063569,81097058,0
54947,54600,,,85156886,81082409,0
55067,859776,,,81092716,81060205,0
54434,54785,,,81064708,81063196,0
54361,54209,,,81075334,81099007,0
391720,54209,,,81078770,81099007,0
54643,54642,,,85610592,85932288,0
54394,134817,,,85945769,85412335,0
53924,53925,,,85152476,85935788,0
54035,54030,,,85936966,85929703,0
53867,53865,,,85164426,86162839,3
1542592,1542594,,,81084692,81093127,0
1542592,1542594,,,81075856,81093127,0
54635,54632,,,85394659,81092560,0
859723,55245,,,81060561,81082669,0
75056,54111,,,81098124,86190535,0
54824,54823,,,85945228,85403971,0
54642,54643,,,85943600,85947042,0
53924,53925,,,82426853,81065850,0
54645,54646,,,81083674,85942899,0
55286,54005,,,81101031,86184920,0
53925,53924,,,85951772,81070335,0
55286,54005,,,85946104,85944554,0
54635,54632,,,81059459,85944554,0
1542497,1542495,,,86183076,81088715,0
1542497,1542495,,,84774168,81088715,0
1542509,1542512,,,85603534,86184381,0
859723,55245,,,81082559,85929356,0
1542584,1542585,,,81084640,85168642,0
54209,54361,,,81078790,85934737,0
55371,55212,,,81084277,85407821,0
54815,54824,,,85943600,86181291,0
1542531,1542531,,,81082270,85391436,0
1542496,1542495,,,86195697,85151449,0
407408,75041,,,81097096,81087075,0
53861,54083,,,85167880,85147108,0
54910,54638,,,86178354,81079035,0
54927,54515,,,86179450,85927450,0
54927,54515,,,81073769,85927450,0
54911,54635,,,81087063,85947836,0
55286,54005,,,85947036,85937506,0
407408,75041,,,85945359,85931690,0
54083,54005,,,86173974,81101291,0
54218,54632,,,81082419,86170491,0
55272,55275,,,81976675,81076536,0
381627,75041,,,81097463,86164936,0
53929,53923,,,85161696,85610893,0
54454,54453,,,81057639,81097105,0
54209,54361,,,81071766,86167159,0
75041,407409,,,85603567,85952829,0
54643,54642,,,85401742,85928625,0
55286,54005,,,85928715,85951667,0
54513,54927,,,85953738,81058306,0
1542332,1542333,,,85941788,81062185,0
1542332,1542333,,,85931288,81062185,0
55286,54005,,,85612881,85928164,0
521118,521120,,,85599456,85608318,0
521118,521120,,,85947179,85608318,0
54498,54499,,,81101157,85953533,0
54632,54635,,,85392414,81057800,0
54515,54514,,,82385470,85953278,0
54513,54514,,,83369288,85953278,0
54617,54615,,,85947377,81087148,0
54638,54633,,,85947377,81087148,0
53914,54627,,,85939744,81063905,0
54911,54635,,,85403042,85394133,0
75056,54111,,,85394214,83349703,0
407409,407408,,,85173315,86193336,0
54515,54514,,,81076604,85934934,0
54515,54515,,,85935177,81099196,1
53929,53923,,,86184075,86191806,0
54178,54151,,,85948604,81062629,0
55046,55043,,,81093996,85945742,0
54375,54372,,,81090499,85405344,0
1542280,1542343,,,85596690,81102049,0
54112,53898,,,81078158,81062685,0
55026,54257,,,84098747,81062685,0
54123,54602,,,81086390,85942939,0
55286,55246,,,81054275,81065340,0
1542509,1542512,,,85942950,85933850,0
54515,54927,,,81088591,81063702,0
53906,55135,,,81054275,81057767,0
54632,54912,,,81089065,85607313,3
54927,54515,,,82392895,85929259,0
54515,54927,,,81061818,86177861,0
54037,54111,,,86187693,81056551,0
55026,54257,,,86169395,81056551,0
54632,54911,,,81099976,81093953,0
54985,54982,,,81078183,81052713,0
859844,54682,,,84885329,81052713,0
54615,54615,,,85948604,85928962,1
581249,581248,,,85947377,83364784,0
1542584,1542585,,,81086451,86168171,0
54638,54633,,,84884094,85938767,0
54617,54615,,,84884094,85938767,0
54927,54515,,,81052395,85939560,0
55043,55044,,,81056486,85954670,0
54645,54646,,,81059648,85954670,0
54083,54005,,,85147233,81068126,0
627364,627361,,,85148670,85164409,0
54642,54643,,,85936876,81054279,0
54150,54149,,,85394783,85390112,0
54218,54632,,,81072881,86174327,0
54514,54515,,,85928664,85935272,0
54037,54111,,,81079354,85930391,0
54257,55026,,,81053701,82408018,0
54515,54927,,,81065041,81080305,0
54617,54615,,,86165751,85155732,1
521118,521121,,,81073232,85155732,0
54617,54615,,,81098587,85155732,1
381627,407409,,,85936961,81052398,0
53899,54204,,,85395016,81052398,0
54633,54911,,,86162964,85611422,0
54123,54602,,,81086390,86172919,0
53925,53924,,,81064533,85953826,0
53861,54083,,,85607804,85940313,0
54632,54635,,,81052191,85938751,0
1542525,1542522,,,86165781,86174115,0
54178,54151,,,85937561,85934554,0
54823,54824,,,84773858,85934554,0
54927,54928,,,81083748,81077693,0
54947,54600,,,85948296,85599902,0
75041,407408,,,85411230,81095647,0
54178,54151,,,85937561,85406904,0
521118,521121,,,81088255,85171501,0
54632,54912,,,85955851,86176183,3
54981,54980,,,85394214,83368074,0
581245,581246,,,85936961,81075008,0
521121,521116,,,81079344,81070520,0
1542332,1542333,,,81092141,81053992,0
55272,55275,,,81082115,81059710,0
54617,54615,,,86196352,85159417,1
54514,1542821,,,81063817,81055702,0
54514,54515,,,85925824,81069486,0
859844,54682,,,86188060,81095069,0
1542496,1542495,,,86195697,83345426,0
54309,54311,,,81088255,81090652,0
54643,54642,,,85935807,85925659,0
55272,55275,,,81080131,85935047,0
54514,54513,,,85950905,85939868,0
54452,54451,,,85956931,85161874,0
881410,859749,,,83354660,83374404,0
54129,54361,,,81068143,85953654,0
54635,54632,,,86190563,81097703,0
54617,54615,,,81091462,85956933,0
54638,54633,,,81091462,85956933,0
54370,54371,,,85938010,85956933,0
1542592,1542716,,,85946028,86175849,0
54633,54911,,,86195697,85925603,0
54216,54911,,,81080097,85925603,0
581245,581246,,,81083657,81075027,0
54910,54218,,,85598162,81076798,0
54632,54911,,,81099976,81079352,0
54370,54371,,,86178452,85938236,0
53867,53865,,,81066943,85938236,3
54006,55245,,,82413173,85150355,0
54394,54395,,,81078886,81080082,0
54515,1542822,,,85395203,85411787,0
54982,54985,,,81070883,81505086,0
1542822,54515,,,81082742,81077239,0
54514,54515,,,85926528,85401236,0
1542822,54515,,,81061143,81068611,0
1542190,1542189,,,81076000,86164009,0
54632,54912,,,85926418,81061842,3
859723,54005,,,81082559,81071480,0
55286,54005,,,81052381,81071480,0
1542509,1542512,,,81085541,86179860,0
54737,54361,,,86191924,86179860,0
55044,55043,,,85617161,84887436,0
55044,55043,,,81066545,84887436,0
55046,55043,,,81086451,84887436,0
1542496,1542495,,,85148778,83349508,0
54927,54515,,,81055406,82426731,0
54985,54982,,,81076569,84092495,0
581241,581244,,,85948296,84084832,0
521120,521120,,,85947854,85956458,0
53975,53976,,,85599036,81094750,0
1542500,1542499,,,81087978,85944327,0
54646,54645,,,85955291,81071224,0
53929,53923,,,86174158,85930450,0
54615,54615,,,86176154,85168051,1
54514,54513,,,85955697,85938830,0
55041,55042,,,81052398,85956863,0
53897,54005,,,81070171,85956863,0
54365,54737,,,85941797,85951394,0
54514,54515,,,86170361,86165547,0
1542189,1542190,,,81083725,81092765,0
1542525,1542526,,,85152476,86189490,0
54178,54151,,,85949448,82422246,0
54632,54635,,,81091974,85937118,0
55046,55043,,,82384646,81093431,0
54005,53861,,,81071271,85949610,0
54452,54451,,,85925004,85933308,0
54635,54632,,,81084414,81096373,0
53867,53865,,,81096358,84781725,3
54123,54600,,,85408145,85934054,0
54123,54600,,,85944533,85934054,0
53912,53911,,,85937459,86177877,0
54910,54638,,,81073082,81096262,0
54632,54912,,,85393159,85170663,3
54632,54912,,,81094437,85170663,3
54434,54785,,,86183076,81082047,0
54434,54785,,,84774168,81082047,0
55258,407410,,,81082680,81082047,0
859723,54005,,,85599326,81087880,0
54824,54823,,,81088255,85614032,0
55245,55246,,,85410165,85384858,0
53996,53995,,,81068102,81053440,0
54632,54911,,,82399646,81085149,0
55286,54005,,,81063119,81096425,0
54515,54514,,,81076604,81074639,0
581248,581249,,,81061905,85392650,0
581244,581241,,,81092192,81086198,0
53861,54083,,,85161755,85171234,0
55286,54005,,,81063119,81064870,0
407409,407408,,,81066442,85157700,0
55026,54257,,,85617070,81075163,0
54502,54498,,,85941954,85150632,0
55286,53861,,,81078770,85150632,0
54370,54371,,,85955806,85939717,0
54824,54823,,,81088255,82418237,0
1542395,1542396,,,81063817,81062903,0
54513,54514,,,85927978,85401256,0
859776,54645,,,82410703,81063545,0
54617,54615,,,82422252,85954394,1
54030,54035,,,86177787,86192704,0
859844,54682,,,85411230,81101376,0
54178,54151,,,85949448,85393815,0
1542189,1542190,,,81076786,81078267,0
54515,54515,,,85926627,81083285,1
54514,54515,,,85948604,81083285,0
54615,54615,,,81067826,85150501,1
54615,54615,,,85601980,85150501,1
521118,521121,,,81073232,85150501,0
54129,54209,,,81076172,81091337,0
53924,53925,,,86171266,86194170,0
54204,54203,,,85148778,86178177,0
54502,54498,,,85932685,85163179,0
54910,54218,,,86168551,81088995,0
54005,55286,,,85947952,85943390,0
54178,54151,,,81061143,81073055,0
54985,54982,,,81095346,81096907,0
859844,54682,,,81077063,81096907,0
53924,53925,,,81089717,81069522,0
54615,54617,,,85147108,85600302,1
53905,53911,,,86165404,86174269,0
1542495,1542496,,,85618903,81083183,0
53923,53929,,,86183122,86173890,0
54083,54005,,,85160542,81052761,0
55134,53905,,,81093025,81068545,0
75041,407409,,,85939890,85153230,0
54434,54785,,,86186312,85150059,0
859723,54005,,,86173798,83361441,0
581245,581246,,,85393368,81061299,0
54209,859757,,,81099225,81100598,0
54452,54451,,,85925004,85956855,0
54927,54515,,,81052395,86166695,0
53923,53929,,,86190563,82417754,0
54815,54816,,,81059116,81100209,0
54309,54311,,,81088255,86176467,0
54035,54030,,,81072090,85938984,0
54006,55245,,,81101011,85938984,0
54638,54633,,,82391205,81065251,0
54617,54615,,,82391205,81065251,0
1542329,1542330,,,81097105,86164606,0
54035,54030,,,85936966,85954966,0
1542500,1542499,,,86174586,83371634,0
1542332,1542333,,,81092141,81057034,0
54295,54204,,,81073195,86165859,0
55067,54646,,,81093126,85941178,0
54006,55245,,,81073082,85944514,0
53906,55135,,,86179877,85616930,0
54216,54638,,,81066943,81059421,0
521118,521121,,,85935204,81089947,0
54632,54912,,,85955116,85614350,3
54974,54531,,,81089229,81082554,0
54309,54311,,,81062629,86189717,0
1542280,1542343,,,81085671,81075051,0
1542280,1542343,,,85618221,81075051,0
521120,521116,,,85937459,85928927,0
54030,54035,,,85935807,85939504,0
54375,54372,,,81073769,85388096,0
54302,55058,,,81101899,81063725,0
53975,53976,,,81082714,81091471,0
54415,54414,,,81075334,81067463,0
55046,55043,,,81093996,81061235,0
54642,54643,,,85931858,85390999,0
54178,54151,,,81092801,81077405,0
54682,859844,,,85955399,81098124,0
1542190,1542189,,,81071855,81066246,0
54295,54204,,,85946166,84885818,0
54030,54030,,,81085541,81095902,0
859723,55245,,,85616305,85608018,0
53929,53923,,,85155185,85608018,0
54642,54643,,,85924911,81081566,0
1542821,1542822,,,81083398,81095617,0
54645,859776,,,81085122,81095617,0
1542395,1542396,,,86176636,81090334,0
