route_id,service_id,trip_id,realtime_trip_id,trip_headsign,trip_short_name,trip_long_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
62481,2648,86078371,RET:M009:448351,Slinge,448351,,0,,771716,1,1
62481,2648,86082866,RET:M009:448331,De Akkers,448331,,0,,771715,1,1
62481,2648,86082871,RET:M009:448334,Rotterdam Centraal,448334,,1,,771669,1,1
62481,2648,86089546,RET:M009:448327,De Akkers,448327,,0,,771715,1,1
63063,2648,86086026,RET:M007:447585,Nesselande,447585,,1,,771665,1,1
63063,2648,86090743,RET:M007:447864,Nesselande,447864,,1,,771665,1,1
63062,2648,86084097,RET:M006:447756,Pernis,447756,,0,,771683,1,1
62482,2648,86079878,RET:M010:448493,Den Haag Centraal,448493,,1,,771697,1,1
62325,2648,86081907,RET:M008:447959,De Terp,447959,,1,,771695,1,1
62481,2648,86081501,RET:M009:448410,Rotterdam Centraal,448410,,1,,771719,1,1
63063,2648,86084947,RET:M007:447931,Parkweg,447931,,0,,771730,1,1
62481,2648,86094245,RET:M009:448306,Rotterdam Centraal,448306,,1,,771696,1,1
62481,2648,86093516,RET:M009:448421,Slinge,448421,,0,,771716,1,1
62481,2648,86092864,RET:M009:448401,De Akkers,448401,,0,,771674,1,1
62482,2648,86091614,RET:M010:448533,Slinge,448533,,0,,771726,1,1
62481,2648,86088190,RET:M009:448428,Rotterdam Centraal,448428,,1,,771696,1,1
62481,2648,86077021,RET:M009:448389,Slinge,448389,,0,,771716,1,1
63062,2648,86092328,RET:M006:447624,Binnenhof,447624,,1,,768821,1,1
62482,2648,86087884,RET:M010:448458,Slinge,448458,,0,,771735,1,1
62325,2648,86093700,RET:M008:448014,De Terp,448014,,1,,771695,1,1
62481,2648,86084799,RET:M009:448268,Rotterdam Centraal,448268,,1,,771672,1,1
62481,2648,86084867,RET:M009:448340,Rotterdam Centraal,448340,,1,,771696,1,1
62325,2648,86081914,RET:M008:447951,De Terp,447951,,1,,771695,1,1
63063,2648,86084946,RET:M007:447937,Alexander,447937,,0,,771730,1,1
63063,2648,86080352,RET:M007:447917,Nesselande,447917,,1,,771665,1,1
62482,2648,86083757,RET:M010:448437,Slinge,448437,,0,,771735,1,1
63062,2648,86090802,RET:M006:447748,Pernis,447748,,0,,771683,1,1
63062,2648,86089266,RET:M006:447712,Pernis,447712,,0,,771683,1,1
63063,2648,86079551,RET:M007:447811,Schiedam Centrum,447811,,0,,771778,1,1
62482,2648,86079062,RET:M010:448594,Slinge,448594,,0,,771726,1,1
62481,2648,86078367,RET:M009:448356,Rotterdam Centraal,448356,,1,,771672,1,1
63063,2648,86077533,RET:M007:447843,Schiedam Centrum,447843,,0,,771778,1,1
62481,2648,86078366,RET:M009:448357,De Akkers,448357,,0,,771715,1,1
62481,2648,86081175,RET:M009:448282,Rotterdam Centraal,448282,,1,,771696,1,1
62481,2648,86081174,RET:M009:448283,Slinge,448283,,0,,771690,1,1
62481,2648,86081172,RET:M009:448281,De Akkers,448281,,0,,771674,1,1
62481,2648,86077860,RET:M009:448261,De Akkers,448261,,0,,771674,1,1
62481,2648,86080307,RET:M009:448363,Slinge,448363,,0,,771690,1,1
63063,2648,86080072,RET:M007:447895,Nesselande,447895,,1,,771665,1,1
62481,2648,86093108,RET:M009:448239,De Akkers,448239,,0,,771715,1,1
62481,2648,86093104,RET:M009:448234,Rotterdam Centraal,448234,,1,,771672,1,1
62325,2648,86079399,RET:M008:447983,De Terp,447983,,1,,771695,1,1
62482,2648,86081212,RET:M010:448447,Slinge,448447,,0,,771726,1,1
62481,2648,86091568,RET:M009:448377,De Akkers,448377,,0,,771715,1,1
62482,2648,86090784,RET:M010:448580,Slinge,448580,,0,,771726,1,1
62482,2648,86091611,RET:M010:448536,Den Haag Centraal,448536,,1,,771697,1,1
62325,2648,86090544,RET:M008:447991,De Terp,447991,,1,,771695,1,1
63063,2648,86090367,RET:M007:447885,Nesselande,447885,,1,,771665,1,1
63062,2648,86090265,RET:M006:447673,Binnenhof,447673,,1,,768821,1,1
63062,2648,86090264,RET:M006:447672,Kralingse Zoom,447672,,0,,768850,1,1
63063,2648,86088762,RET:M007:447857,Capelsebrug,447857,,1,,771702,1,1
63063,2888,86078196,RET:M007:419213,Schiedam Centrum,419213,,0,,771778,1,1
62481,2888,86087094,RET:M009:419710,De Akkers,419710,,0,,771674,1,1
63063,2888,86081853,RET:M007:419293,Nesselande,419293,,1,,771777,1,1
63063,2888,86083833,RET:M007:419284,Schiedam Centrum,419284,,0,,771778,1,1
62481,2888,86089816,RET:M009:419543,Rotterdam Centraal,419543,,1,,771764,1,1
62482,2888,86083609,RET:M010:419959,Den Haag Centraal,419959,,1,,771697,1,1
63062,2888,86082283,RET:M006:419046,Kralingse Zoom,419046,,0,,768850,1,1
63062,2888,86088953,RET:M006:419004,Binnenhof,419004,,1,,771746,1,1
63063,2888,86081295,RET:M007:419272,Nesselande,419272,,1,,771702,1,1
62325,2888,86087491,RET:M008:419401,De Akkers,419401,,0,,771769,1,1
62482,2888,86077142,RET:M010:419946,Slinge,419946,,0,,771726,1,1
62482,2888,86077143,RET:M010:419945,Den Haag Centraal,419945,,1,,771739,1,1
63063,2888,86077339,RET:M007:419298,Nesselande,419298,,1,,771665,1,1
63063,2888,86093297,RET:M007:419335,Schiedam Centrum,419335,,0,,771778,1,1
62482,2888,86080181,RET:M010:419805,Slinge,419805,,0,,771726,1,1
63062,2888,86078390,RET:M006:419027,Binnenhof,419027,,1,,768821,1,1
62482,2888,86084245,RET:M010:419790,Slinge,419790,,0,,771726,1,1
62482,2888,86082757,RET:M010:419856,Slinge,419856,,0,,771735,1,1
63062,2888,86085371,RET:M006:419184,Binnenhof,419184,,1,,771740,1,1
63062,2888,86090609,RET:M006:418972,Kralingse Zoom,418972,,0,,768850,1,1
62481,2888,86083163,RET:M009:419576,Rotterdam Centraal,419576,,1,,771696,1,1
62481,2888,86093840,RET:M009:419726,Rotterdam Centraal,419726,,1,,771764,1,1
62482,2888,86077776,RET:M010:419780,Slinge,419780,,0,,771735,1,1
62482,2888,86085647,RET:M010:419904,Den Haag Centraal,419904,,1,,771697,1,1
62481,2888,86081546,RET:M009:419677,De Akkers,419677,,0,,771674,1,1
63063,2888,86086153,RET:M007:419357,Nesselande,419357,,1,,771702,1,1
63062,2888,86087068,RET:M006:419194,Kralingse Zoom,419194,,0,,768850,1,1
62482,2888,86081062,RET:M010:419921,Slinge,419921,,0,,771726,1,1
62482,2888,86086519,RET:M010:419928,Den Haag Centraal,419928,,1,,771697,1,1
63062,2888,86087025,RET:M006:419094,Binnenhof,419094,,1,,771718,1,1
62482,2888,86092358,RET:M010:419913,Slinge,419913,,0,,771735,1,1
62481,2888,86082472,RET:M009:419739,Rotterdam Centraal,419739,,1,,771725,1,1
63062,2888,86085373,RET:M006:419186,Kralingse Zoom,419186,,0,,768850,1,1
62481,2888,86083506,RET:M009:419643,Slinge,419643,,0,,771703,1,1
62481,2888,86088238,RET:M009:419660,De Akkers,419660,,0,,771674,1,1
62481,2888,86088245,RET:M009:419669,De Akkers,419669,,0,,771674,1,1
63062,2814,86087499,RET:M006:450359,Binnenhof,450359,,1,,771718,1,
63063,2814,86093978,RET:M007:450716,Schiedam Centrum,450716,,0,,771778,1,
62482,2814,86078009,RET:M010:451585,Den Haag Centraal,451585,,1,,771697,1,
62482,2814,86078006,RET:M010:451586,Slinge,451586,,0,,771735,1,
62325,2814,86093558,RET:M008:451029,Hoogvliet,451029,,0,,771769,1,
62325,2814,86087081,RET:M008:450953,De Terp,450953,,1,,771695,1,
63063,2814,86087955,RET:M007:450787,Schiedam Centrum,450787,,0,,771778,1,
63062,2814,86085456,RET:M006:450309,Binnenhof,450309,,1,,771718,1,
62482,2814,86078419,RET:M010:451737,Slinge,451737,,0,,771735,1,
63063,2814,86088865,RET:M007:450830,Schiedam Centrum,450830,,0,,771778,1,
62325,2814,86088909,RET:M008:451005,Hoogvliet,451005,,0,,771769,1,
62482,2814,86078007,RET:M010:451587,Den Haag Centraal,451587,,1,,771697,1,
62325,2814,86083060,RET:M008:451111,De Terp,451111,,1,,771695,1,
62325,2814,86085966,RET:M008:451264,Hoogvliet,451264,,0,,771769,1,
63063,2814,86092888,RET:M007:450895,Schiedam Centrum,450895,,0,,771778,1,
63063,2814,86079565,RET:M007:450396,Schiedam Centrum,450396,,0,,771778,1,
62482,2814,86085908,RET:M010:451635,Den Haag Centraal,451635,,1,,771697,1,
63063,2814,86082368,RET:M007:450685,Nesselande,450685,,1,,771665,1,
63063,2814,86092046,RET:M007:450719,Nesselande,450719,,1,,771665,1,
63062,2814,86083217,RET:M006:450525,Binnenhof,450525,,1,,771740,1,
62325,2814,86093557,RET:M008:451028,De Terp,451028,,1,,771695,1,
62325,2814,86092174,RET:M008:451323,Hoogvliet,451323,,0,,771769,1,
63063,2814,86082173,RET:M007:450803,Nesselande,450803,,1,,771702,1,
62481,2814,86093739,RET:M009:451539,De Akkers,451539,,0,,771674,1,
62482,2814,86079608,RET:M010:451573,Den Haag Centraal,451573,,1,,771697,1,
63062,2814,86079574,RET:M006:450422,Pernis,450422,,0,,771683,1,
62325,2814,86091977,RET:M008:451295,Hoogvliet,451295,,0,,771769,1,
63062,2814,86083302,RET:M006:450644,Binnenhof,450644,,1,,771718,1,
62481,2814,86078482,RET:M009:451547,De Akkers,451547,,0,,771759,1,
63062,2814,86083301,RET:M006:450645,Pernis,450645,,0,,771683,1,
62325,2814,86083662,RET:M008:451198,Hoogvliet,451198,,0,,771769,1,
63062,2814,86086109,RET:M006:450384,Pernis,450384,,0,,771683,1,
62325,2814,86083803,RET:M008:451291,De Terp,451291,,1,,771695,1,1
62482,2814,86092179,RET:M010:451727,Slinge,451727,,0,,771735,1,1
63063,2814,86081516,RET:M007:450889,Schiedam Centrum,450889,,0,,771778,1,1
63063,2814,86089036,RET:M007:450679,Nesselande,450679,,1,,771665,1,1
63063,2814,86084744,RET:M007:450852,Nesselande,450852,,1,,771702,1,1
62481,2814,86076479,RET:M009:451360,Rotterdam Centraal,451360,,1,,771754,1,1
62482,2814,86086941,RET:M010:451779,Slinge,451779,,0,,771735,1,1
62481,2814,86087948,RET:M009:451464,Rotterdam Centraal,451464,,1,,771754,1,1
62481,2814,86089640,RET:M009:451556,Rotterdam Centraal,451556,,1,,771722,1,1
63063,2814,86091897,RET:M007:450760,Nesselande,450760,,1,,771665,1,1
63062,2814,86091871,RET:M006:450569,Kralingse Zoom,450569,,0,,768850,1,1
62482,2814,86081894,RET:M010:451691,Slinge,451691,,0,,771726,1,1
62325,2814,86079443,RET:M008:451279,De Terp,451279,,1,,771695,1,1
62325,2814,86088655,RET:M008:451237,De Terp,451237,,1,,771695,1,1
62481,2814,86091699,RET:M009:451386,Rotterdam Centraal,451386,,1,,771722,1,1
63063,2814,86077655,RET:M007:450821,Nesselande,450821,,1,,771777,1,1
63062,2814,86090760,RET:M006:450417,Binnenhof,450417,,1,,771718,1,1
62482,2814,86090532,RET:M010:451656,Den Haag Centraal,451656,,1,,771697,1,1
63063,2814,86087745,RET:M007:450901,Nesselande,450901,,1,,771702,1,1
62481,2814,86085014,RET:M009:451397,De Akkers,451397,,0,,771674,1,1
63062,2814,86089270,RET:M006:450594,Pernis,450594,,0,,771683,1,1
62481,2814,86091669,RET:M009:451568,Rotterdam Centraal,451568,,1,,771696,1,1
62481,2814,86082383,RET:M009:451520,Rotterdam Centraal,451520,,1,,771722,1,1
62482,2814,86090174,RET:M010:451629,Den Haag Centraal,451629,,1,,771697,1,1
62482,2814,86083966,RET:M010:451628,Slinge,451628,,0,,771733,1,1
62481,2814,86085012,RET:M009:451395,De Akkers,451395,,0,,771674,1,1
63063,2814,86088867,RET:M007:450832,Schiedam Centrum,450832,,0,,771778,1,1
62481,2814,86081261,RET:M009:451415,De Akkers,451415,,0,,771759,1,1
63063,2814,86086746,RET:M007:450868,Nesselande,450868,,1,,771665,1,1
63063,2814,86091900,RET:M007:450764,Nesselande,450764,,1,,771702,1,1
62325,2814,86082570,RET:M008:451284,Hoogvliet,451284,,0,,771769,1,1
63063,2814,86080627,RET:M007:450770,Alexander,450770,,0,,771730,1,1
63063,2814,86093524,RET:M007:450812,Schiedam Centrum,450812,,0,,771778,1,1
62325,2814,86084350,RET:M008:450984,De Terp,450984,,1,,771695,1,1
62482,2814,86085573,RET:M010:451829,Pijnacker Zuid,451829,,1,,771697,1,1
62325,2814,86089730,RET:M008:451129,Capelsebrug,451129,,1,,766796,1,1
62325,2814,86093809,RET:M008:450945,De Terp,450945,,1,,771695,1,1
62325,2814,86094208,RET:M008:451012,De Terp,451012,,1,,771695,1,1
63063,2504,86080263,RET:M007:436356,Schiedam Centrum,436356,,0,,771778,1,1
62482,2504,86086856,RET:M010:437296,Den Haag Centraal,437296,,1,,771697,1,1
62482,2504,86084996,RET:M010:437255,Slinge,437255,,0,,771735,1,1
62482,2504,86089255,RET:M010:437278,Den Haag Centraal,437278,,1,,771697,1,1
63062,2504,86076718,RET:M006:436049,Binnenhof,436049,,1,,771718,1,1
63062,2504,86088260,RET:M006:435911,Pernis,435911,,0,,771683,1,1
62482,2504,86084995,RET:M010:437254,Den Haag Centraal,437254,,1,,771697,1,1
62482,2504,86092853,RET:M010:437315,Slinge,437315,,0,,771735,1,1
62325,2504,86079299,RET:M008:436816,Hoogvliet,436816,,0,,771769,1,1
62325,2504,86078425,RET:M008:436916,De Terp,436916,,1,,771695,1,1
63062,2504,86092277,RET:M006:436190,Binnenhof,436190,,1,,771718,1,1
62481,2504,86077224,RET:M009:437144,Rotterdam Centraal,437144,,1,,771754,1,1
62482,2504,86078501,RET:M010:437246,Den Haag Centraal,437246,,1,,771697,1,1
62325,2504,86090443,RET:M008:436808,Hoogvliet,436808,,0,,771769,1,1
62482,2504,86087023,RET:M010:437205,Den Haag Centraal,437205,,1,,771697,1,1
62482,2504,86077577,RET:M010:437367,Slinge,437367,,0,,771726,1,1
63063,2504,86080265,RET:M007:436354,Schiedam Centrum,436354,,0,,771778,1,1
63063,2504,86082241,RET:M007:436300,Nesselande,436300,,1,,771665,1,1
62481,2504,86085136,RET:M009:436966,De Akkers,436966,,0,,771759,1,1
62482,2504,86085004,RET:M010:437258,Den Haag Centraal,437258,,1,,771697,1,1
63062,2504,86080365,RET:M006:436109,Kralingse Zoom,436109,,0,,768850,1,1
62325,2504,86090970,RET:M008:436717,Hoogvliet,436717,,0,,771769,1,1
63062,2504,86078448,RET:M006:436175,Binnenhof,436175,,1,,768821,1,1
62325,2504,86084493,RET:M008:436533,Hoogvliet,436533,,0,,771769,1,1
63063,2504,86088934,RET:M007:436277,Nesselande,436277,,1,,771665,1,1
62325,2504,86089311,RET:M008:436616,De Terp,436616,,1,,771695,1,1
62481,2504,86086552,RET:M009:437023,Rotterdam Centraal,437023,,1,,771754,1,1
62482,2504,86082861,RET:M010:437282,Den Haag Centraal,437282,,1,,771697,1,1
63063,2504,86089509,RET:M007:436398,Nesselande,436398,,1,,771665,1,1
62481,2504,86089076,RET:M009:437120,Rotterdam Centraal,437120,,1,,771722,1,1
62482,2504,86081491,RET:M010:437305,Slinge,437305,,0,,771735,1,1
62482,2504,86084998,RET:M010:437257,Slinge,437257,,0,,771735,1,1
63062,2504,86091648,RET:M006:436119,Kralingse Zoom,436119,,0,,768850,1,1
62325,2504,86079161,RET:M008:436783,De Terp,436783,,1,,771695,1,1
62325,2504,86093015,RET:M008:436720,De Terp,436720,,1,,771695,1,1
62482,2504,86081488,RET:M010:437306,Den Haag Centraal,437306,,1,,771697,1,1
63063,2504,86086833,RET:M007:436329,Schiedam Centrum,436329,,0,,771778,1,1
63063,2504,86091534,RET:M007:436341,Nesselande,436341,,1,,771702,1,1
63063,2504,86093282,RET:M007:436502,Nesselande,436502,,1,,771702,1,1
63063,2504,86078328,RET:M007:436365,Nesselande,436365,,1,,771777,1,1
63063,2504,86089501,RET:M007:436396,Nesselande,436396,,1,,771665,1,1
63063,2504,86088431,RET:M007:436483,Nesselande,436483,,1,,771665,1,1
62481,2504,86082212,RET:M009:437057,Rotterdam Centraal,437057,,1,,771696,1,1
62325,2504,86081236,RET:M008:436846,Hoogvliet,436846,,0,,771769,1,1
63063,2504,86083072,RET:M007:436462,Parkweg,436462,,0,,771730,1,1
62325,2504,86089313,RET:M008:436612,De Terp,436612,,1,,771695,1,1
62482,2504,86078748,RET:M010:437164,Slinge,437164,,0,,771733,1,1
62481,2504,86089295,RET:M009:437058,De Akkers,437058,,0,,771674,1,1
62482,2504,86079601,RET:M010:437331,Slinge,437331,,0,,771735,1,1
63063,2504,86089747,RET:M007:436458,Schiedam Centrum,436458,,0,,771686,1,1
63063,2504,86078610,RET:M007:436444,Schiedam Centrum,436444,,0,,771778,1,
63063,2504,86085714,RET:M007:436437,Schiedam Centrum,436437,,0,,771778,1,
63062,2504,86083951,RET:M006:436210,Binnenhof,436210,,1,,771718,1,
62325,2504,86079392,RET:M008:436597,Hoogvliet,436597,,0,,771769,1,
62482,2504,86092857,RET:M010:437310,Den Haag Centraal,437310,,1,,771753,1,
63062,2504,86080311,RET:M006:436158,Binnenhof,436158,,1,,771718,1,
62481,2504,86086236,RET:M009:437067,Rotterdam Centraal,437067,,1,,771722,1,
63062,2504,86085818,RET:M006:436002,Binnenhof,436002,,1,,771718,1,
62482,2504,86086143,RET:M010:437323,Slinge,437323,,0,,771735,1,
62325,2504,86078452,RET:M008:436601,Hoogvliet,436601,,0,,771769,1,
63062,2504,86087605,RET:M006:435999,Pernis,435999,,0,,771728,1,
62482,2504,86092859,RET:M010:437312,Den Haag Centraal,437312,,1,,771697,1,
63062,2504,86083895,RET:M006:436023,Pernis,436023,,0,,771683,1,
63063,2504,86092237,RET:M007:436453,Nesselande,436453,,1,,771665,1,
62482,2504,86086144,RET:M010:437324,Den Haag Centraal,437324,,1,,771697,1,
63063,2504,86082827,RET:M007:436385,Nesselande,436385,,1,,771665,1,
62482,2504,86091853,RET:M010:437400,Pijnacker Zuid,437400,,1,,771753,1,
62325,2504,86079159,RET:M008:436784,Hoogvliet,436784,,0,,771769,1,
63062,2504,86090458,RET:M006:436026,Binnenhof,436026,,1,,771718,1,
63063,2504,86089507,RET:M007:436390,Nesselande,436390,,1,,771702,1,
63063,2504,86092438,RET:M007:436422,Nesselande,436422,,1,,771665,1,
63063,2504,86088434,RET:M007:436486,Schiedam Centrum,436486,,0,,771778,1,
62481,2504,86091919,RET:M009:437084,De Akkers,437084,,0,,771715,1,
63063,2504,86079099,RET:M007:436436,Nesselande,436436,,1,,771665,1,
62325,2504,86092543,RET:M008:436830,Hoogvliet,436830,,0,,771769,1,
63062,2823,86078055,RET:M006:445741,Pernis,445741,,0,,771683,1,1
63062,2823,86090981,RET:M006:445825,Binnenhof,445825,,1,,768821,1,1
63062,2823,86077797,RET:M006:446009,Binnenhof,446009,,1,,771718,1,1
63062,2823,86082466,RET:M006:445916,Pernis,445916,,0,,771683,1,1
62325,2823,86078974,RET:M008:446446,De Terp,446446,,1,,771729,1,1
63063,2823,86083554,RET:M007:446164,Nesselande,446164,,1,,771665,1,1
63063,2823,86079122,RET:M007:446145,Nesselande,446145,,1,,771702,1,1
63062,2823,86090978,RET:M006:445828,Kralingse Zoom,445828,,0,,768850,1,1
62482,2823,86079144,RET:M010:446841,Slinge,446841,,0,,771748,1,1
62482,2823,86076483,RET:M010:446814,Den Haag Centraal,446814,,1,,771753,1,1
62325,2823,86091734,RET:M008:446255,De Terp,446255,,1,,771729,1,1
62481,2823,86088994,RET:M009:446529,Rotterdam Centraal,446529,,1,,771764,1,1
62482,2823,86082414,RET:M010:446712,Den Haag Centraal,446712,,1,,771697,1,1
62482,2823,86082416,RET:M010:446710,Den Haag Centraal,446710,,1,,771697,1,1
62325,2823,86085097,RET:M008:446352,De Akkers,446352,,0,,771769,1,1
62325,2823,86092209,RET:M008:446426,De Akkers,446426,,0,,771769,1,1
63062,2823,86093050,RET:M006:445813,Pernis,445813,,0,,771683,1,1
63063,2823,86090234,RET:M007:446158,Nesselande,446158,,1,,771665,1,1
63063,2823,86084706,RET:M007:446121,Nesselande,446121,,1,,771665,1,1
62325,2823,86083067,RET:M008:446361,De Terp,446361,,1,,771695,1,1
62325,2823,86085096,RET:M008:446355,De Terp,446355,,1,,771729,1,1
63063,2823,86081919,RET:M007:446233,Nesselande,446233,,1,,771702,1,1
62325,2823,86087788,RET:M008:446304,De Terp,446304,,1,,771729,1,1
62481,2823,86080379,RET:M009:446568,De Akkers,446568,,0,,771674,1,1
62482,2823,86080443,RET:M010:446747,Slinge,446747,,0,,771735,1,1
62325,2823,86083454,RET:M008:446265,De Terp,446265,,1,,771729,1,1
62481,2823,86083206,RET:M009:446478,De Akkers,446478,,0,,771674,1,1
62325,2823,86092446,RET:M008:446327,De Terp,446327,,1,,771729,1,1
62481,2823,86091654,RET:M009:446575,Rotterdam Centraal,446575,,1,,771764,1,1
63063,2823,86081615,RET:M007:446115,Nesselande,446115,,1,,771665,1,1
62482,2823,86090027,RET:M010:446670,Slinge,446670,,0,,771735,1,1
62325,2823,86094203,RET:M008:446294,De Terp,446294,,1,,771695,1,1
62482,2823,86087703,RET:M010:446800,Pijnacker Zuid,446800,,1,,771697,1,1
63062,2823,86087967,RET:M006:445788,Binnenhof,445788,,1,,771718,1,1
62482,2823,86077355,RET:M010:446688,Slinge,446688,,0,,771735,1,1
63063,2823,86088315,RET:M007:446102,Schiedam Centrum,446102,,0,,771778,1,1
63062,2823,86077757,RET:M006:445848,Pernis,445848,,0,,771683,1,1
63063,2823,86085916,RET:M007:446209,Schiedam Centrum,446209,,0,,771686,1,1
62481,2823,86081799,RET:M009:446486,De Akkers,446486,,0,,771674,1,1
62325,2823,86080253,RET:M008:446275,De Terp,446275,,1,,771729,1,1
63062,2823,86094165,RET:M006:445924,Binnenhof,445924,,1,,771718,1,1
62482,2823,86080672,RET:M010:446792,Slinge,446792,,0,,771735,1,1
63063,2823,86077106,RET:M007:446172,Parkweg,446172,,0,,771730,1,1
62325,2823,86092444,RET:M008:446321,De Terp,446321,,1,,771729,1,1
62482,2823,86091716,RET:M010:446757,Den Haag Centraal,446757,,1,,771697,1,1
62481,2823,86092698,RET:M009:446632,De Akkers,446632,,0,,771674,1,1
63062,2823,86092133,RET:M006:445911,Binnenhof,445911,,1,,771718,1,1
63063,2823,86077633,RET:M007:446237,Nesselande,446237,,1,,771702,1,1
63063,2823,86091162,RET:M007:446051,Schiedam Centrum,446051,,0,,771778,1,1
63062,2847,84764189,RET:M006:414052,Pernis,414052,,0,,771683,1,1
62481,2847,84748837,RET:M009:414513,Rotterdam Centraal,414513,,1,,771706,1,1
63062,2847,84763784,RET:M006:414056,Pernis,414056,,0,,771683,1,1
62325,2847,84751792,RET:M008:414317,De Terp,414317,,1,,771729,1,1
63062,2847,84753909,RET:M006:414079,Kralingse Zoom,414079,,0,,768850,1,1
62482,2847,84755135,RET:M010:414708,Slinge,414708,,0,,771726,1,1
62325,2847,84761670,RET:M008:414358,De Terp,414358,,1,,771729,1,1
62482,2847,84749618,RET:M010:414754,Den Haag Centraal,414754,,1,,771697,1,1
62482,2847,84757127,RET:M010:414873,Leidschenveen,414873,,1,,771697,1,1
62325,2847,84748209,RET:M008:414364,De Terp,414364,,1,,771729,1,1
62325,2847,84748208,RET:M008:414365,De Akkers,414365,,0,,771769,1,1
62481,2847,84767783,RET:M009:414431,De Akkers,414431,,0,,771674,1,1
63063,2847,84759152,RET:M007:414114,Nesselande,414114,,1,,771665,1,1
62481,2847,84767884,RET:M009:414468,De Akkers,414468,,0,,771674,1,1
63062,2847,84756779,RET:M006:414048,Pernis,414048,,0,,771683,1,1
62481,2847,84768441,RET:M009:414637,De Akkers,414637,,0,,771772,1,1
62482,2847,84754588,RET:M010:414680,Den Haag Centraal,414680,,1,,771697,1,1
62482,2847,84746882,RET:M010:414782,Slinge,414782,,0,,771735,1,1
62325,2847,84767651,RET:M008:414305,De Terp,414305,,1,,771729,1,1
62325,2847,84744095,RET:M008:414279,De Terp,414279,,1,,771729,1,1
62481,2847,84758354,RET:M009:414516,De Akkers,414516,,0,,771674,1,1
62481,2847,84748973,RET:M009:414657,Slinge,414657,,0,,771772,1,1
63062,2847,84749895,RET:M006:413972,Kralingse Zoom,413972,,0,,768850,1,1
62481,2847,84767891,RET:M009:414460,De Akkers,414460,,0,,771674,1,1
63063,2847,84761902,RET:M007:414096,Schiedam Centrum,414096,,0,,771778,1,1
62481,2847,84747408,RET:M009:414495,Rotterdam Centraal,414495,,1,,771669,1,1
63063,2847,84763153,RET:M007:414154,Parkweg,414154,,0,,771730,1,1
63062,2847,84768870,RET:M006:414003,Binnenhof,414003,,1,,771718,1,1
62482,2847,84749617,RET:M010:414755,Slinge,414755,,0,,771726,1,1
63063,2847,84759500,RET:M007:414183,Nesselande,414183,,1,,771665,1,1
63063,2847,84765984,RET:M007:414162,Nesselande,414162,,1,,771665,1,1
62482,2847,84763945,RET:M010:414695,Den Haag Centraal,414695,,1,,771697,1,1
62481,2847,84763137,RET:M009:414485,Rotterdam Centraal,414485,,1,,771764,1,1
63063,2847,84762039,RET:M007:414214,Schiedam Centrum,414214,,0,,771778,1,1
62481,2847,84761039,RET:M009:414524,De Akkers,414524,,0,,771674,1,1
63062,2847,84744602,RET:M006:414047,Binnenhof,414047,,1,,771718,1,1
63062,2847,84763274,RET:M006:413875,Pernis,413875,,0,,771683,1,1
62482,2847,84760172,RET:M010:414662,Den Haag Centraal,414662,,1,,771697,1,1
63063,2847,84762890,RET:M007:414236,Nesselande,414236,,1,,771702,1,1
63063,2847,84758141,RET:M007:413885,Nesselande,413885,,1,,771665,1,1
62482,2847,84756826,RET:M010:414763,Slinge,414763,,0,,771735,1,1
63062,2847,84752814,RET:M006:414015,Binnenhof,414015,,1,,771718,1,1
63062,2847,84752725,RET:M006:413946,Binnenhof,413946,,1,,771718,1,1
62482,2847,84763942,RET:M010:414692,Slinge,414692,,0,,771735,1,1
63063,2847,84765638,RET:M007:414240,Nesselande,414240,,1,,771702,1,1
63062,2847,84753899,RET:M006:413862,Binnenhof,413862,,1,,771718,1,1
63062,2847,84756430,RET:M006:413916,Binnenhof,413916,,1,,768821,1,1
62482,2847,84751571,RET:M010:414769,Den Haag Centraal,414769,,1,,771697,1,1
62481,2847,84755735,RET:M009:414426,Rotterdam Centraal,414426,,1,,771764,1,1
62481,2847,84755740,RET:M009:414470,Slinge,414470,,0,,771703,1,1
62481,2847,84757359,RET:M009:414557,Rotterdam Centraal,414557,,1,,771706,1,1
63063,2437,86087364,RET:M007:439220,Schiedam Centrum,439220,,0,,771778,1,1
62482,2437,86085558,RET:M010:440125,Slinge,440125,,0,,771735,1,1
62481,2437,86086516,RET:M009:439949,De Akkers,439949,,0,,771690,1,1
63062,2437,86079637,RET:M006:439103,Kralingse Zoom,439103,,0,,768850,1,1
62325,2437,86087900,RET:M008:439644,De Terp,439644,,1,,771695,1,1
62482,2437,86090274,RET:M010:440014,Den Haag Centraal,440014,,1,,771697,1,1
62325,2437,86081219,RET:M008:439673,Hoogvliet,439673,,0,,771769,1,1
63062,2437,86078547,RET:M006:439037,Pernis,439037,,0,,771683,1,1
62482,2437,86079533,RET:M010:440294,Den Haag Centraal,440294,,1,,771697,1,1
62482,2437,86077544,RET:M010:440093,Slinge,440093,,0,,771735,1,1
62482,2437,86093457,RET:M010:440049,Slinge,440049,,0,,771726,1,1
63063,2437,86081866,RET:M007:439373,Parkweg,439373,,0,,771767,1,1
62325,2437,86093007,RET:M008:439755,De Terp,439755,,1,,771695,1,1
62325,2437,86093006,RET:M008:439756,Hoogvliet,439756,,0,,771769,1,1
63063,2437,86086219,RET:M007:439316,Schiedam Centrum,439316,,0,,771778,1,1
